# Parte 1 - Lineas 1 a 4900
# Total en esta parte: 4900 strings
# Formato: ID|ADDRESS|TEXT
#
0000|0x00000048|???
0001|0x0000004E|？メア
0002|0x0000006C|Mea
0003|0x00000088|
0004|0x00000096|Mare
0005|0x0000013D|???
0006|0x00000143|Asuho?
0007|0x00000161|Waitress
0008|0x00000177|Asuho
0009|0x0000020E|???
0010|0x00000214|？こもも
0011|0x00000234|Komomo?
0012|0x00000249|Komomo
0013|0x000002E1|???
0014|0x000002E7|？こさめ
0015|0x00000307|Kosame?
0016|0x0000031C|Kosame
0017|0x000003B4|???
0018|0x000003BA|？衣鈴
0019|0x000003CD|Isuzu
0020|0x00000464|???
0021|0x0000046A|Chinami?
0022|0x0000047F|Chinami
0023|0x00000518|???
0024|0x0000051E|Setsuna?
0025|0x00000533|Setsuna
0026|0x000005CC|???
0027|0x000005D2|Yume?
0028|0x000005EF|Girl
0029|0x00000601|Yume
0030|0x00000697|???
0031|0x0000069D|？詩乃
0032|0x000006B0|Shino
0033|0x00000747|???
0034|0x0000074D|？万夜花
0035|0x00000762|Mayaka
0036|0x000007FA|???
0037|0x00000800|？鈴葉
0038|0x00000813|Suzuha
0039|0x000008AB|???
0040|0x000008B1|？飛鳥
0041|0x000008C4|Asuka
0042|0x0000095B|???
0043|0x00000961|？岡泉先輩
0044|0x00000978|Okaizumi
0045|0x00000A12|???
0046|0x00000A18|？総一朗
0047|0x00000A38|Boss
0048|0x00000A4A|Souichirou
0049|0x00000AE6|???
0050|0x00000AEC|？かーくん
0051|0x00000B03|Maggy
0052|0x00000B9A|???
0053|0x00000BA0|？レン
0054|0x00000BBE|Music Box
0055|0x00000BE0|Fairy
0056|0x00000BF3|Ren
0057|0x00000C88|???
0058|0x00000C8E|？大河
0059|0x00000CAC|Director
0060|0x00000CC2|Taiga
0061|0x00000D59|???
0062|0x00000D5F|？千尋
0063|0x00000D72|Chihiro
0064|0x00000DE7|???
0065|0x00000DED|？伊麻
0066|0x00000E00|Ima
0067|0x00000E71|???
0068|0x00000E77|？歌澄
0069|0x00000E8A|Kasumi
